Manufacturer,Family,Name,Base frequency,TDP
Intel,Skylake,Intel(R) Core(TM) i5-6300HQ Processor,2.30 ,45 W
Intel,Skylake,Intel(R) Core(TM) i5-6440HQ Processor,2.60 ,45 W
Intel,Skylake,Intel(R) Core(TM) i7-6700HQ Processor,2.60 ,45 W
Intel,Skylake,Intel(R) Core(TM) i7-6820HK Processor,2.70 ,45 W
Intel,Skylake,Intel(R) Core(TM) i7-6820HQ Processor,2.70 ,45 W
Intel,Skylake,Intel(R) Core(TM) i7-6920HQ Processor,2.90 ,45 W
Intel,Skylake,Intel(R) Core(TM) i3-6100H Processor,2.70 ,35 W
Intel,Skylake,Intel(R) Xeon(R) Processor E3-1535M v5,2.90 ,45 W
Intel,Skylake,Intel(R) Pentium(R) Processor 4405U,2.10,15 W
Intel,Skylake,Intel(R) Pentium(R) Processor 4405Y,1.50 ,6 W
Intel,Skylake,Intel(R) Core(TM) i3-6167U Processor,2.70 ,28 W
Intel,Skylake,Intel(R) Core(TM) i5-6360U Processor,2.00 ,15 W
Intel,Skylake,Intel(R) Core(TM) i3-6006U Processor,2.00 ,15 W
Intel,Skylake,Intel(R) Core(TM) i5-6260U Processor,1.80 ,15 W
Intel,Skylake,Intel(R) Core(TM) i7-6560U Processor,2.20 ,15 W
Intel,Skylake,Intel(R) Core(TM) i5-6287U Processor,3.10,28 W
Intel,Skylake,Intel(R) Core(TM) i5-6267U Processor,2.90 ,28 W
Intel,Skylake,Intel(R) Core(TM) i7-6567U Processor,3.30 ,28 W
Intel,Skylake,Intel(R) Core(TM) i7-6660U Processor,2.40 ,15 W
Intel,Skylake,Intel(R) Core(TM) i7-6650U Processor,2.20 ,15 W
Intel,Skylake,Intel(R) Celeron(R) Processor 3855U,1.60 ,15 W
Intel,Skylake,Intel(R) Core(TM) i5-6350HQ Processor,2.30 ,45 W
Intel,Skylake,Intel(R) Core(TM) i7-6970HQ Processor,2.80 ,45 W
Intel,Skylake,Intel(R) Core(TM) i7-6870HQ Processor,2.70 ,45 W
Intel,Skylake,Intel(R) Core(TM) i7-6770HQ Processor,2.60 ,45 W
Intel,Skylake,Intel(R) Xeon(R) Processor E3-1575M v5,3.00 ,45 W
Intel,Skylake,Intel(R) Xeon(R) Processor E3-1545M v5,2.90 ,45 W
Intel,Skylake,Intel(R) Core(TM) i3-6157U Processor,2.40 ,28 W
Intel,Skylake,Intel(R) Xeon(R) Gold 5118 Processor,2.3,105 W
Intel,Skylake,Intel(R) Xeon(R) Gold 5120 Processor,2.20 ,105 W
Intel,Skylake,Intel(R) Xeon(R) Gold 5122 Processor,3.60 ,105 W
Intel,Skylake,Intel(R) Xeon(R) Gold 6138 Processor,2.00 ,125 W
Intel,Skylake,Intel(R) Xeon(R) Gold 5120T Processor,2.20 ,105 W
Intel,Skylake,Intel(R) Xeon(R) Gold 6136 Processor,3.00 ,150 W
Intel,Skylake,Intel(R) Xeon(R) Silver 4116 Processor,2.10,85 W
Intel,Skylake,Intel(R) Xeon(R) Gold 6128 Processor,3.40 ,115 W
Intel,Skylake,Intel(R) Xeon(R) Gold 6126 Processor,2.60 ,125 W
Intel,Skylake,Intel(R) Xeon(R) Gold 5115 Processor,2.40 ,85 W
Intel,Skylake,Intel(R) Xeon(R) Gold 6140 Processor,2.30 ,140 W
Intel,Skylake,Intel(R) Xeon(R) Gold 6142 Processor,2.60 ,150 W
Intel,Skylake,Intel(R) Xeon(R) Gold 6148 Processor,2.40 ,150 W
Intel,Skylake,Intel(R) Xeon(R) Gold 6150 Processor,2.70 ,165 W
Intel,Skylake,Intel(R) Xeon(R) Gold 6152 Processor,2.10,140 W
Intel,Skylake,Intel(R) Xeon(R) Gold 6130 Processor,2.10,125 W
Intel,Skylake,Intel(R) Xeon(R) Gold 6134 Processor,3.20 ,130 W
Intel,Skylake,Intel(R) Xeon(R) Gold 6154 Processor,3.00 ,200 W
Intel,Skylake,Intel(R) Xeon(R) Platinum 8180 Processor,2.50 ,205 W
Intel,Skylake,Intel(R) Xeon(R) Platinum 8153 Processor,2.00 ,125 W
Intel,Skylake,Intel(R) Xeon(R) Platinum 8156 Processor,3.60 ,105 W
Intel,Skylake,Intel(R) Xeon(R) Platinum 8158 Processor,3.00 ,150 W
Intel,Skylake,Intel(R) Xeon(R) Platinum 8160 Processor,2.10,150 W
Intel,Skylake,Intel(R) Xeon(R) Platinum 8164 Processor,2.00 ,150 W
Intel,Skylake,Intel(R) Xeon(R) Platinum 8168 Processor,2.70 ,205 W
Intel,Skylake,Intel(R) Xeon(R) Platinum 8170 Processor,2.10,165 W
Intel,Skylake,Intel(R) Xeon(R) Platinum 8176 Processor,2.10,165 W
Intel,Skylake,Intel(R) Xeon(R) Bronze 3106 Processor,1.70 ,85 W
Intel,Skylake,Intel(R) Xeon(R) Gold 6132 Processor,2.60 ,140 W
Intel,Skylake,Intel(R) Xeon(R) Gold 6138T Processor,2.00 ,125 W
Intel,Skylake,Intel(R) Xeon(R) Platinum 8160T Processor,2.10,150 W
Intel,Skylake,Intel(R) Xeon(R) Silver 4108 Processor,1.80 ,85 W
Intel,Skylake,Intel(R) Xeon(R) Gold 6130T Processor,2.10,125 W
Intel,Skylake,Intel(R) Xeon(R) Bronze 3104 Processor,1.70 ,85 W
Intel,Skylake,Intel(R) Xeon(R) Silver 4110 Processor,2.10,85 W
Intel,Skylake,Intel(R) Xeon(R) Gold 6126T Processor,2.60 ,125 W
Intel,Skylake,Intel(R) Xeon(R) Silver 4109T Processor,2.00 ,70 W
Intel,Skylake,Intel(R) Xeon(R) Silver 4114 Processor,2.20 ,85 W
Intel,Skylake,Intel(R) Xeon(R) Silver 4112 Processor,2.60 ,85 W
Intel,Skylake,Intel(R) Xeon(R) Gold 6142F Processor,2.60 ,160 W
Intel,Skylake,Intel(R) Xeon(R) Gold 6138F Processor,2.00 ,135 W
Intel,Skylake,Intel(R) Xeon(R) Platinum 8160F Processor,2.10,160 W
Intel,Skylake,Intel(R) Xeon(R) Gold 6130F Processor,2.10,135 W
Intel,Skylake,Intel(R) Xeon(R) Gold 6126F Processor,2.60 ,135 W
Intel,Skylake,Intel(R) Xeon(R) Gold 6148F Processor,2.40 ,160 W
Intel,Skylake,Intel(R) Xeon(R) Gold 6146 Processor,3.20 ,165 W
Intel,Skylake,Intel(R) Xeon(R) Gold 6144 Processor,3.50 ,150 W
Intel,Skylake,Intel(R) Xeon(R) W-2123 Processor,3.60 ,120 W
Intel,Skylake,Intel(R) Xeon(R) W-2133 Processor,3.60 ,140 W
Intel,Skylake,Intel(R) Xeon(R) W-2155 Processor,3.30 ,140 W
Intel,Skylake,Intel(R) Xeon(R) Platinum 8176F Processor,2.10,173 W
Intel,Skylake,Intel(R) Xeon(R) Silver 4114T Processor,2.20 ,85 W
Intel,Skylake,Intel(R) Xeon(R) Gold 5119T Processor,1.90 ,85 W
Intel,Skylake,Intel(R) Xeon(R) Silver 4116T Processor,2.10,85 W
Intel,Skylake,Intel(R) Xeon(R) W-2145 Processor,3.70 ,140 W
Intel,Skylake,Intel(R) Xeon(R) W-2125 Processor,4.00 ,120 W
Intel,Skylake,Intel(R) Xeon(R) W-2135 Processor,3.70 ,140 W
Intel,Skylake,Intel(R) Xeon(R) W-2195 Processor,2.30 ,140 W
Intel,Skylake,Intel(R) Xeon(R) W-2175 Processor,2.50 ,140 W
Intel,Skylake,Intel(R) Xeon(R) D-2123IT Processor,2.20 ,60 W
Intel,Skylake,Intel(R) Xeon(R) D-2141I Processor,2.20 ,65 W
Intel,Skylake,Intel(R) Xeon(R) D-2143IT Processor,2.20 ,65 W
Intel,Skylake,Intel(R) Xeon(R) D-2142IT Processor,1.90 ,65 W
Intel,Skylake,Intel(R) Xeon(R) D-2145NT Processor,1.90 ,65 W
Intel,Skylake,Intel(R) Xeon(R) D-2146NT Processor,2.30 ,80 W
Intel,Skylake,Intel(R) Xeon(R) D-2161I Processor,2.20 ,90 W
Intel,Skylake,Intel(R) Xeon(R) D-2177NT Processor,1.90 ,105 W
Intel,Skylake,Intel(R) Xeon(R) D-2163IT Processor,2.10,75 W
Intel,Skylake,Intel(R) Xeon(R) D-2173IT Processor,1.70 ,70 W
Intel,Skylake,Intel(R) Xeon(R) D-2166NT Processor,2.00 ,85 W
Intel,Skylake,Intel(R) Xeon(R) D-2187NT Processor,2.00 ,110 W
Intel,Skylake,Intel(R) Xeon(R) D-2183IT Processor,2.20 ,100 W
Intel,Skylake,Intel(R) Xeon(R) Gold 6138P Processor,2.00 ,195 W
Intel,Skylake,Intel(R) Xeon(R) Processor E3-1225 v5,3.30 ,80 W
Intel,Skylake,Intel(R) Xeon(R) Processor E3-1240L v5,2.10,25 W
Intel,Skylake,Intel(R) Xeon(R) Processor E3-1235L v5,2.00 ,25 W
Intel,Skylake,Intel(R) Xeon(R) Processor E3-1280 v5,3.70 ,80 W
Intel,Skylake,Intel(R) Xeon(R) Processor E3-1220 v5,3.00 ,80 W
Intel,Skylake,Intel(R) Xeon(R) Processor E3-1245 v5,3.50 ,80 W
Intel,Skylake,Intel(R) Xeon(R) Processor E3-1270 v5,3.60 ,80 W
Intel,Skylake,Intel(R) Xeon(R) Processor E3-1260L v5,2.90 ,45 W
Intel,Skylake,Intel(R) Xeon(R) Processor E3-1240 v5,3.50 ,80 W
Intel,Skylake,Intel(R) Xeon(R) Processor E3-1275 v5,3.60 ,80 W
Intel,Skylake,Intel(R) Xeon(R) Processor E3-1230 v5,3.40 ,80 W
Intel,Skylake,Intel(R) C232 Chipset,,
Intel,Skylake,Intel(R) C236 Chipset,,
Intel,Skylake,Intel(R) Xeon(R) Processor E3-1565L v5,2.50 ,35 W
Intel,Skylake,Intel(R) Xeon(R) Processor E3-1585L v5,3.00 ,45 W
Intel,Skylake,Intel(R) Xeon(R) Processor E3-1585 v5,3.50 ,65 W
Intel,Kaby Lake,Intel(R) Core(TM) i7-7740X X-series Processor,4.30 ,112 W
Intel,Kaby Lake,Intel(R) Core(TM) i5-7640X X-series Processor,4.00 ,112 W
Intel,Kaby Lake,Intel(R) Core(TM) i3-7020U Processor,2.30 ,15 W
Intel,Kaby Lake,Intel(R) Pentium(R) Gold Processor 4415Y,1.60 ,6 W
Intel,Kaby Lake,Intel(R) Celeron(R) Processor 3965Y,1.50 ,6 W
Intel,Kaby Lake,Intel(R) Xeon(R) Processor E3-1501M v6,2.90 ,45 W
Intel,Kaby Lake,Intel(R) Xeon(R) Processor E3-1501L v6,2.10,25 W
Intel,Kaby Lake,Intel(R) Celeron(R) Processor G3930E,2.90 ,54 W
Intel,Kaby Lake,Intel(R) Celeron(R) Processor G3930TE,2.70 ,35 W
Intel,Kaby Lake,Intel(R) X299 Chipset,,
Intel,Kaby Lake,Intel(R) Core(TM) i3-7130U Processor,2.70 ,15 W
Intel,Kaby Lake,Intel(R) C422 Chipset,,
Intel,Kaby Lake,Intel(R) Core(TM) i7-7Y75 Processor,1.30 ,4.5 W
Intel,Kaby Lake,Intel(R) Core(TM) i3-7100U Processor,2.40 ,15 W
Intel,Kaby Lake,Intel(R) Core(TM) i5-7200U Processor,2.50 ,15 W
Intel,Kaby Lake,Intel(R) Core(TM) m3-7Y30 Processor,1.00 ,4.5 W
Intel,Kaby Lake,Intel(R) Core(TM) i7-7500U Processor,2.70 ,15 W
Intel,Kaby Lake,Intel(R) Core(TM) i5-7Y54 Processor,1.20 ,4.5 W
Intel,Kaby Lake,Intel(R) Celeron(R) Processor 3965U,2.20 ,15 W
Intel,Kaby Lake,Intel(R) Celeron(R) Processor 3865U,1.80 ,15 W
Intel,Kaby Lake,Intel(R) Pentium(R) Gold Processor 4415U,2.30 ,15 W
Intel,Kaby Lake,Intel(R) Core(TM) i5-7500T Processor,2.70 ,35 W
Intel,Kaby Lake,Intel(R) Core(TM) i7-7700T Processor,2.90 ,35 W
Intel,Kaby Lake,Intel(R) Core(TM) i5-7500 Processor,3.40 ,65 W
Intel,Kaby Lake,Intel(R) Core(TM) i3-7102E Processor,2.10,25 W
Intel,Kaby Lake,Intel(R) Core(TM) i3-7101TE Processor,3.40 ,35 W
Intel,Kaby Lake,Intel(R) Core(TM) i3-7100H Processor,3.00 ,35 W
Intel,Kaby Lake,Intel(R) Core(TM) i7-7820EQ Processor,3.00 ,45 W
Intel,Kaby Lake,Intel(R) Core(TM) i7-7700 Processor,3.60 ,65 W
Intel,Kaby Lake,Intel(R) Core(TM) i7-7700K Processor,4.20 ,91 W
Intel,Kaby Lake,Intel(R) Core(TM) i3-7101E Processor,3.90 ,54 W
Intel,Kaby Lake,Intel(R) Core(TM) i3-7100E Processor,2.90 ,35 W
Intel,Kaby Lake,Intel(R) Pentium(R) Gold Processor 4410Y,1.50 ,6 W
Intel,Kaby Lake,Intel(R) Pentium(R) Processor G4560,3.50 ,54 W
Intel,Kaby Lake,Intel(R) Core(TM) i5-7600K Processor,3.80 ,91 W
Intel,Kaby Lake,Intel(R) Core(TM) i5-7400 Processor,3.00 ,65 W
Intel,Kaby Lake,Intel(R) Core(TM) i5-7600 Processor,3.50 ,65 W
Intel,Kaby Lake,Intel(R) Core(TM) i5-7600T Processor,2.80 ,35 W
Intel,Kaby Lake,Intel(R) Core(TM) i5-7400T Processor,2.40 ,35 W
Intel,Kaby Lake,Intel(R) Core(TM) i7-7700HQ Processor,2.80 ,45 W
Intel,Kaby Lake,Intel(R) Celeron(R) Processor G3950,3.00 ,51 W
Intel,Kaby Lake,Intel(R) Celeron(R) Processor G3930,2.90 ,51 W
Intel,Kaby Lake,Intel(R) Pentium(R) Processor G4600,3.60 ,51 W
Intel,Kaby Lake,Intel(R) Core(TM) i3-7100 Processor,3.90 ,51 W
Intel,Kaby Lake,Intel(R) Core(TM) i5-7300HQ Processor,2.50 ,45 W
Intel,Kaby Lake,Intel(R) Core(TM) i3-7300T Processor,3.50 ,35 W
Intel,Kaby Lake,Intel(R) Core(TM) i3-7300 Processor,4.00 ,51 W
Intel,Kaby Lake,Intel(R) Core(TM) i5-7440HQ Processor,2.80 ,45 W
Intel,Kaby Lake,Intel(R) Pentium(R) Processor G4620,3.70 ,51 W
Intel,Kaby Lake,Intel(R) Core(TM) i5-7Y57 Processor,1.20 ,4.5 W
Intel,Kaby Lake,Intel(R) Core(TM) i7-7920HQ Processor,3.10,45 W
Intel,Kaby Lake,Intel(R) Xeon(R) Processor E3-1505M v6,3.00 ,45 W
Intel,Kaby Lake,Intel(R) Core(TM) i7-7820HK Processor,2.90 ,45 W
Intel,Kaby Lake,Intel(R) Pentium(R) Processor G4560T,2.90 ,35 W
Intel,Kaby Lake,Intel(R) Core(TM) i7-7600U Processor,2.80 ,15 W
Intel,Kaby Lake,Intel(R) Celeron(R) Processor G3930T,2.70 ,35 W
Intel,Kaby Lake,Intel(R) Xeon(R) Processor E3-1535M v6,3.10,45 W
Intel,Kaby Lake,Intel(R) Xeon(R) Processor E3-1240 v6,3.70 ,72 W
Intel,Kaby Lake,Intel(R) Xeon(R) Processor E3-1220 v6,3.00 ,72 W
Intel,Kaby Lake,Intel(R) Core(TM) i5-7300U Processor,2.60 ,15 W
Intel,Kaby Lake,Intel(R) Xeon(R) Processor E3-1245 v6,3.70 ,73 W
Intel,Kaby Lake,Intel(R) Xeon(R) Processor E3-1230 v6,3.50 ,72 W
Intel,Kaby Lake,Intel(R) Xeon(R) Processor E3-1280 v6,3.90 ,72 W
Intel,Kaby Lake,Intel(R) Xeon(R) Processor E3-1225 v6,3.30 ,73 W
Intel,Kaby Lake,Intel(R) Xeon(R) Processor E3-1275 v6,3.80 ,73 W
Intel,Kaby Lake,Intel(R) Xeon(R) Processor E3-1270 v6,3.80 ,72 W
Intel,Kaby Lake,Intel(R) Core(TM) i3-7320 Processor,4.10,51 W
Intel,Kaby Lake,Intel(R) Core(TM) i3-7100T Processor,3.40 ,35 W
Intel,Kaby Lake,Intel(R) Pentium(R) Processor G4600T,3.00 ,35 W
Intel,Kaby Lake,Intel(R) Core(TM) i7-7820HQ Processor,2.90 ,45 W
Intel,Kaby Lake,Intel(R) Core(TM) i5-7440EQ Processor,2.90 ,45 W
Intel,Kaby Lake,Intel(R) Core(TM) i3-7350K Processor,4.20 ,60 W
Intel,Kaby Lake,Intel(R) Core(TM) i5-7267U Processor,3.10,28 W
Intel,Kaby Lake,Intel(R) Core(TM) i5-7287U Processor,3.30 ,28 W
Intel,Kaby Lake,Intel(R) Core(TM) i5-7442EQ Processor,2.10,25 W
Intel,Kaby Lake,Intel(R) Core(TM) i5-7360U Processor,2.30 ,15 W
Intel,Kaby Lake,Intel(R) Core(TM) i7-7660U Processor,2.50 ,15 W
Intel,Kaby Lake,Intel(R) Core(TM) m3-7Y32 Processor,1.10,4.5 W
Intel,Kaby Lake,Intel(R) Core(TM) i5-7260U Processor,2.20 ,15 W
Intel,Kaby Lake,Intel(R) Core(TM) i7-7560U Processor,2.40 ,15 W
Intel,Kaby Lake,Intel(R) Core(TM) i7-7567U Processor,3.50 ,28 W
Intel,Kaby Lake,Intel(R) Core(TM) i3-7167U Processor,2.80 ,28 W
Intel,Kaby Lake,Intel(R) Xeon(R) Processor E3-1505L v6,2.20 ,25 W
Intel,Kaby Lake,Intel(R) Xeon(R) Processor E3-1285 v6,4.10,79 W
Intel,Coffee Lake,Intel(R) Core(TM) i7-8700K Processor,3.70 ,95 W
Intel,Coffee Lake,Intel(R) Core(TM) i5-8600K Processor,3.60 ,95 W
Intel,Coffee Lake,Intel(R) Core(TM) i7-8700 Processor,3.20 ,65 W
Intel,Coffee Lake,Intel(R) Core(TM) i5-8400 Processor,2.80 ,65 W
Intel,Coffee Lake,Intel(R) Core(TM) i3-8100 Processor,3.60 ,65 W
Intel,Coffee Lake,Intel(R) Core(TM) i3-8350K Processor,4.00 ,91 W
Intel,Coffee Lake,Intel(R) Celeron(R) G4900 Processor,3.10,54 W
Intel,Coffee Lake,Intel(R) Core(TM) i5-8600 Processor,3.10,65 W
Intel,Coffee Lake,Intel(R) Core(TM) i5-8600T Processor,2.30 ,35 W
Intel,Coffee Lake,Intel(R) Core(TM) i5-8500 Processor,3.00 ,65 W
Intel,Coffee Lake,Intel(R) Core(TM) i5-8400T Processor,1.70 ,35 W
Intel,Coffee Lake,Intel(R) Core(TM) i5-8500T Processor,2.10,35 W
Intel,Coffee Lake,Intel(R) Core(TM) i3-8300 Processor,3.70 ,62 W
Intel,Coffee Lake,Intel(R) Core(TM) i3-8300T Processor,3.20 ,35 W
Intel,Coffee Lake,Intel(R) Core(TM) i3-8100T Processor,3.10,35 W
Intel,Coffee Lake,Intel(R) Pentium(R) Gold G5600 Processor,3.90 ,54 W
Intel,Coffee Lake,Intel(R) Pentium(R) Gold G5500 Processor,3.80 ,54 W
Intel,Coffee Lake,Intel(R) Pentium(R) Gold G5500T Processor,3.20 ,35 W
Intel,Coffee Lake,Intel(R) Core(TM) i7-8700T Processor,2.40 ,35 W
Intel,Coffee Lake,Intel(R) Pentium(R) Gold G5400T Processor,3.10,35 W
Intel,Coffee Lake,Intel(R) Celeron(R) G4920 Processor,3.20 ,54 W
Intel,Coffee Lake,Intel(R) Pentium(R) Gold G5400 Processor,3.70 ,58 W
Intel,Coffee Lake,Intel(R) Celeron(R) G4900T Processor,2.90 ,35 W
Intel,Coffee Lake,Intel(R) Celeron(R) Processor G4930T,3.00 ,35 W
Intel,Coffee Lake,Intel(R) Core(TM) i3-9100 Processor,3.60 ,65 W
Intel,Coffee Lake,Intel(R) Core(TM) i3-9100T Processor,3.10,35 W
Intel,Coffee Lake,Intel(R) Core(TM) i3-9300T Processor,3.20 ,35 W
Intel,Coffee Lake,Intel(R) Celeron(R) Processor G4930,3.20 ,54 W
Intel,Coffee Lake,Intel(R) Celeron(R) Processor G4950,3.30 ,54 W
Intel,Coffee Lake,Intel(R) Core(TM) i3-9300 Processor,3.70 ,62 W
Intel,Coffee Lake,Intel(R) Core(TM) i5-9400T Processor,1.80 ,35 W
Intel,Coffee Lake,Intel(R) Core(TM) i5-9500 Processor,3.00 ,65 W
Intel,Coffee Lake,Intel(R) Core(TM) i5-9600K Processor,3.70 ,95 W
Intel,Coffee Lake,Intel(R) Core(TM) i5-9400 Processor,2.90 ,65 W
Intel,Coffee Lake,Intel(R) Core(TM) i5-9600 Processor,3.10,65 W
Intel,Coffee Lake,Intel(R) Pentium(R) Gold G5600T Processor,3.30 ,35 W
Intel,Coffee Lake,Intel(R) Pentium(R) Gold G5420T Processor,3.20 ,35 W
Intel,Coffee Lake,Intel(R) Pentium(R) Gold G5420 Processor,3.80 ,54 W
Intel,Coffee Lake,Intel(R) Pentium(R) Gold G5620 Processor,4.00 ,54 W
Intel,Coffee Lake,Intel(R) Core(TM) i7+8700 Processor,3.20 ,65 W
Intel,Coffee Lake,Intel(R) Core(TM) i5+8500 Processor ,3.00 ,65 W
Intel,Coffee Lake,Intel(R) Core(TM) i5+8400 Processor ,2.80 ,65 W
Intel,Coffee Lake,Intel(R) Core(TM) i7-8086K Processor,4.00 ,95 W
Intel,Coffee Lake,Intel(R) Core(TM) i7-9700K Processor,3.60 ,95 W
Intel,Coffee Lake,Intel(R) Core(TM) i9-9900K Processor,3.60 ,95 W
Intel,Coffee Lake,Intel(R) Core(TM) i3-9350K Processor,4.00 ,91 W
Intel,Coffee Lake,Intel(R) Core(TM) i5-9400F Processor,2.90 ,65 W
Intel,Coffee Lake,Intel(R) Core(TM) i5-9600KF Processor,3.70 ,95 W
Intel,Coffee Lake,Intel(R) Core(TM) i7-9700KF Processor,3.60 ,95 W
Intel,Coffee Lake,Intel(R) Core(TM) i3-9100F Processor,3.60 ,65 W
Intel,Coffee Lake,Intel(R) Core(TM) i9-9900KF Processor,3.60 ,95 W
Intel,Coffee Lake,Intel(R) Core(TM) i5-9500F Processor,3.00 ,65 W
Intel,Coffee Lake,Intel(R) Core(TM) i9-9900T Processor,2.10,35 W
Intel,Coffee Lake,Intel(R) Core(TM) i7-9700T Processor,2.00 ,35 W
Intel,Coffee Lake,Intel(R) Core(TM) i5-9600T Processor,2.30 ,35 W
Intel,Coffee Lake,Intel(R) Core(TM) i5-9500T Processor,2.20 ,35 W
Intel,Coffee Lake,Intel(R) Core(TM) i3-9350KF Processor,4.00 ,91 W
Intel,Coffee Lake,Intel(R) Core(TM) i9-9900 Processor,3.10,65 W
Intel,Coffee Lake,Intel(R) Core(TM) i7-9700 Processor,3.00 ,65 W
Intel,Coffee Lake,Intel(R) Core(TM) i3-9320 Processor,3.70 ,62 W
Intel,Coffee Lake,Intel(R) Core(TM) i9-9900KS Processor,4.00 ,127 W
Intel,Coffee Lake,Intel(R) Core(TM) i7-9700F Processor,3.00 ,65 W
Intel,Coffee Lake,Intel(R) Core(TM) i7-8700 Processor,3.20 ,65 W
Intel,Coffee Lake,Intel(R) Core(TM) i3-8100 Processor,3.60 ,65 W
Intel,Coffee Lake,Intel(R) Celeron(R) G4900 Processor,3.10,54 W
Intel,Coffee Lake,Intel(R) Core(TM) i5-8500 Processor,3.00 ,65 W
Intel,Coffee Lake,Intel(R) Core(TM) i5-8500T Processor,2.10,35 W
Intel,Coffee Lake,Intel(R) Core(TM) i3-8100T Processor,3.10,35 W
Intel,Coffee Lake,Intel(R) Core(TM) i7-8700T Processor,2.40 ,35 W
Intel,Coffee Lake,Intel(R) Pentium(R) Gold G5400T Processor,3.10,35 W
Intel,Coffee Lake,Intel(R) Pentium(R) Gold G5400 Processor,3.70 ,58 W
Intel,Coffee Lake,Intel(R) Celeron(R) G4900T Processor,2.90 ,35 W
Intel,Coffee Lake,Intel(R) Xeon(R) E-2124G Processor,3.40 ,71 W
Intel,Coffee Lake,Intel(R) Xeon(R) E-2176G Processor,3.70 ,80 W
Intel,Coffee Lake,Intel(R) Xeon(R) E-2176M Processor,2.70 ,45 W
Intel,Coffee Lake,Intel(R) Core(TM) i5-8400H Processor,2.50 ,45 W
Intel,Coffee Lake,Intel(R) Core(TM) i7-8850H Processor,2.60 ,45 W
Intel,Coffee Lake,Intel(R) Core(TM) i3-8100H Processor,3.00 ,45 W
Intel,Coffee Lake,Intel(R) Xeon(R) E-2254ME Processor,2.60 ,45 W
Intel,Coffee Lake,Intel(R) Xeon(R) E-2276ME Processor,2.80 ,45 W
Intel,Coffee Lake,Intel(R) Xeon(R) E-2254ML Processor,1.70 ,25 W
Intel,Coffee Lake,Intel(R) Xeon(R) E-2276ML Processor,2.00 ,25 W
Intel,Coffee Lake,Intel(R) Core(TM) i3-9100E Processor,3.10,65 W
Intel,Coffee Lake,Intel(R) Core(TM) i3-9100HL Processor,1.60 ,25 W
Intel,Coffee Lake,Intel(R) Core(TM) i3-9100TE Processor,2.20 ,35 W
Intel,Coffee Lake,Intel(R) Core(TM) i7-9700E Processor,2.60 ,65 W
Intel,Coffee Lake,Intel(R) Xeon(R) E-2278GEL Processor,2.00 ,35 W
Intel,Coffee Lake,Intel(R) Core(TM) i5-9500E Processor,3.00 ,65 W
Intel,Coffee Lake,Intel(R) Xeon(R) E-2226GE Processor,3.40 ,80 W
Intel,Coffee Lake,Intel(R) Core(TM) i5-9500TE Processor,2.20 ,35 W
Intel,Coffee Lake,Intel(R) Core(TM) i7-9850HE Processor,2.70 ,45 W
Intel,Coffee Lake,Intel(R) Core(TM) i7-9700TE Processor,1.80 ,35 W
Intel,Coffee Lake,Intel(R) Celeron(R) Processor G4932E,1.90 ,25 W
Intel,Coffee Lake,Intel(R) Celeron(R) Processor G4930E,2.40 ,35 W
Intel,Coffee Lake,Intel(R) Core(TM) i7-9850HL Processor,1.90 ,25 W
Intel,Coffee Lake,Intel(R) Xeon(R) E-2278GE Processor,3.30 ,80 W
Intel,Coffee Lake,Intel(R) Xeon(R) E-2186M Processor,2.90 ,45 W
Intel,Coffee Lake,Intel(R) Xeon(R) E-2176M Processor,2.70 ,45 W
Intel,Coffee Lake,Intel(R) Core(TM) i5-8300H Processor,2.30 ,45 W
Intel,Coffee Lake,Intel(R) Core(TM) i5-8400H Processor,2.50 ,45 W
Intel,Coffee Lake,Intel(R) Core(TM) i5-8400B Processor,2.80 ,65 W
Intel,Coffee Lake,Intel(R) Core(TM) i5-8500B Processor,3.00 ,65 W
Intel,Coffee Lake,Intel(R) Core(TM) i7-8850H Processor,2.60 ,45 W
Intel,Coffee Lake,Intel(R) Core(TM) i9-8950HK Processor,2.90 ,45 W
Intel,Coffee Lake,Intel(R) Core(TM) i7-8700B Processor,3.20 ,65 W
Intel,Coffee Lake,Intel(R) Core(TM) i7-8750H Processor,2.20 ,45 W
Intel,Coffee Lake,Intel(R) Core(TM) i5-8259U Processor,2.30 ,28 W
Intel,Coffee Lake,Intel(R) Core(TM) i3-8109U Processor,3.00 ,28 W
Intel,Coffee Lake,Intel(R) Core(TM) i7-8559U Processor,2.70 ,28 W
Intel,Coffee Lake,Intel(R) Core(TM) i5-8269U Processor,2.60 ,28 W
Intel,Coffee Lake,Intel(R) Core(TM) i3-8100H Processor,3.00 ,45 W
Intel,Coffee Lake,Intel(R) Core(TM) i3-8100B Processor,3.60 ,65 W
Intel,Coffee Lake,Intel(R) Core(TM) i7-9750H Processor,2.60 ,45 W
Intel,Coffee Lake,Intel(R) Core(TM) i7-9750HF Processor,2.60 ,45 W
Intel,Coffee Lake,Intel(R) Core(TM) i7-9850H Processor,2.60 ,45 W
Intel,Coffee Lake,Intel(R) Core(TM) i7-8569U Processor,2.80 ,28 W
Intel,Coffee Lake,Intel(R) Core(TM) i5-8257U Processor,1.40 ,15 W
Intel,Coffee Lake,Intel(R) Core(TM) i5-8279U Processor,2.40 ,28 W
Intel,Coffee Lake,Intel(R) Core(TM) i5-9300H Processor,2.40 ,45 W
Intel,Coffee Lake,Intel(R) Core(TM) i5-9400H Processor,2.50 ,45 W
